Level_ID,Name,Weather,LevelTag,FeatureUnlock,ShuffleDistance,ServeableSlots,QueueString,GridString,CustomerString,OutOfSlotPolicy,BoosterCharges,IngredientWeights,CustomerDishesSequence,ComplexityCurve,ShuffleCurve,DesignNote,RandomSeed,ObstacleData,BagFill
11,1_11,Normal,Normal,,0,2,"0,13:2,3:2#2,1,1#2,1,2:2#2,1,1#2,0#2,1#2,1,6%1,0#2,2:2,6#2,3:2,0#2,1,6#2,6#2,6,6#2,13:2#2,0%2:2,1#2,6,0#2,0,3:2,13:2#2,3:2#2,0,3:2#2,0#2,0,6%3:2,0#2,0,6#2,2:2,0#2,0,0#2,1,0#2,2:2#2,1,1",",,,,,,,,,","0;0;0;{c0:17.{g0:18.19.20}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:20.19.18}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:20.18.23.19}},{c0:17.{g0:20.19.23}}|0;0;0;{c0:17.{g0:23.18.20}},{c0:17.{g0:19.18.20}}|0;0;0;{c0:17.{g0:19.20}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:19.18.20}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:18.23.20}},{c0:17.{g0:18.20.23}}|0;0;0;{c0:17.{g0:18}},{c0:17.{g0:23.20}}|0;0;0;{c0:17.{g0:19.18.23}},{c0:17.{g0:19.20.18}}|0;0;0;{c2:{g1:29}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:19.18.23}},{c0:17.{g0:23.18}}",,,0:30;1:19;2:20;3:25;5:22;6:17;7:100;8:67;17:100;18:81;19:63;20:75;22:67;23:56;24:67;29:38,1;1;2;2;1;1;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":9},""keyframes"":[{""x"":0,""y"":0.5519876569616751,""tangent"":0},{""x"":0.3623559539052497,""y"":0.3083982359898335,""tangent"":0},{""x"":1,""y"":1,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":3},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,,,
12,1_12,Normal,Normal,,0,2,"13:2,1#2,1,0,16:2#2,2:2,6,0#2,2:2,6%16:2,0,2:2#2,1#2,0,6#2,0#2,1,6#2,13:2#2%0,6,6#2,6#2,1,0#2,6#2,13:2,1#2,16:2#2%2:2,0#2,13:2,13:2,0#2,1,2:2,0#2,0,13:2",",,,,,,,,,","0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:19.18}}|0;0;0;{c0:17.{g0:23.19}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:18.19.23}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:18.23}},{c2:{g1:29}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:19.18}},{c0:17.{g0:19.23}}|0;0;0;{c0:17.{g0:18.19.23}},{c0:17.{g0:23.19}}|0;0;0;{c0:17.{g0:18.19}},{c2:{g1:29}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:19.23.18}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:19.23}},{c2:{g1:29}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:29}},{c2:{g1:29}.{g2:16}}",,,0:18;1:20;2:13;3:22;5:16;6:20;7:100;8:53;13:83;16:50;17:92;18:58;19:83;20:40;22:20;23:67;24:100;29:100,1;3;1;2;3;1;2;3;2;1;2;3;1;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":6},""keyframes"":[{""x"":0,""y"":0.8121854475452326,""tangent"":0},{""x"":0.20614596670934698,""y"":0.11463392385314164,""tangent"":0},{""x"":0.7157490396927018,""y"":1,""tangent"":0},{""x"":0.9948783610755442,""y"":0.20321189511562954,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":3},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,,,
13,1_13,Rainy,Normal,,0,2,"0,16:2#2,6,6#2,0,0,6,16:2#2,0,4:2,0%4:2,0#2,3:2,0#2,3:2,3:2,0#2,0,6#2,6,3:2%3:2,6,4:2#2,4:2,0#2,0,6#2,3:2,0#2,0,4:2%13:2,0,0#2,6,4:2#2,4:2,13:2,4:2#2,3:2,6,0",",,,,,,,,,","0;0;0;{c0:17.{g0:21.20}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:21.23.20}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:23.20.21}},{c0:17.{g0:23.21}}|0;0;0;{c0:17.{g0:20.21.23}},{c0:17.{g0:21.20}}|0;0;0;{c0:17.{g0:20.21}},{c0:17.{g0:21.20}}|0;0;0;{c0:17.{g0:21.20.23}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:21.23}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:20.21}},{c0:17.{g0:20.21.23}}|0;0;0;{c0:17.{g0:20.21.23}},{c0:17.{g0:21.20.23}}|0;0;0;{c0:17.{g0:20.21}},{c0:17.{g0:20.21}};;0",,,0:100;1:19;2:67;3:78;4:100;6:46;7:100;8:100;16:25;17:100;18:35;19:59;20:88;21:100;23:56;29:25,1;1;2;2;2;1;1;2;2;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":11},""keyframes"":[{""x"":0,""y"":0.19213964870781852,""tangent"":0},{""x"":0.27016645326504485,""y"":0.7346797226905559,""tangent"":0},{""x"":0.6619718309859155,""y"":0.43019294647575423,""tangent"":0},{""x"":1,""y"":1,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":3},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,,,
14,1_14,Normal,Normal,,0,2,"0,2:2,7,1,1,8,0,7,2:2,0,1%4:2,7,8,4:2,2:2,7,1,8,1,1,7%1,0,0,0,7,8,7,0,4:2,0,8$$0-0,1-0;0-2,1-2;1-3,2-5;0-6,1-7;1-1,2-0;2-8,1-9",",,,,,,,,,","0;0;0;{c0:17.{g0:21.18.19}},{c1:24}|0;0;0;{c0:17.{g0:19.21}},{c1:24.8}|0;0;0;{c0:17.{g0:18.21}},{c0:17.{g0:18.19}}|0;0;0;{c1:24.8},{c1:24.8}|0;0;0;{c0:17.{g0:19.18.21}},{c1:24}|0;0;0;{c1:24.8},{c0:17.{g0:19.18.21}}|0;0;0;{c0:17.{g0:21.18.19}}|0;0;0;{c0:17.{g0:18}},{c1:24.8}",,,0:100;1:100;2:37;3:33;4:100;5:24;6:94;7:100;8:25;17:100;18:42;19:33;20:50;21:67;22:25;23:75;24:42,1;1;2;1;1;2;1;3;1;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":9},""keyframes"":[{""x"":0,""y"":0.6405656282241627,""tangent"":0},{""x"":0.38028169014084506,""y"":0.24750088074687338,""tangent"":0},{""x"":1,""y"":1,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,,,
15,1_15,Rainy,Super Hard,,0,2,"0,1,8,3:2,0,2:2,7,7,1,8,1,1,13:2,8,4:2,1,3:2,0%2:2,13:2,0,4:2,1,3:2,0,13:2,2:2,0,2:2,3:2,0,0,0,0,7%4:2,16:2,0,7,0,0,1,16:2,3:2,1,4:2,0,3:2,2:2,3:2,1,0%3:2,7,2:2,8,1,1,4:2,0,7,0,0,1,7,1,0,2:2,4:2$$0-0,1-5;0-6,1-10;1-9,2-5;2-11,1-14;2-13,3-15;2-3,3-7;3-0,2-2",",,,,,,,,,","0;0;0;{c0:17.{g0:19.21.20.18}},{c2:{g1:29}.{g2:16}},{c1:24.8}|0;0;0;{c0:17.{g0:19.20.21}},{c0:17.{g0:19.20.21}}|0;0;0;{c1:24.8},{c0:17.{g0:20.19.18}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:18}},{c1:24}|0;0;0;{c0:17.{g0:18.19.20.21}}|0;0;0;{c0:17.{g0:18.19.20.21}},{c1:24},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:18.19.20.21}},{c1:24.8}|0;0;0;{c0:17.{g0:20.18}},{c2:{g1:29}}|0;90;0;{c0:17.{g0:19.18.20}},{c0:17.{g0:18.19.21}},{c0:17.{g0:18.20.21}};;6|0;0;0;{c0:17.{g0:20.19}},{c1:24.8}|0;0;0;{c0:17.{g0:20.19.21}},{c0:17.{g0:20.18}}|0;0;0;{c0:17.{g0:19.18.20.21}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:18.19.20}},{c1:24}|0;0;0;{c0:17.{g0:20.21}},{c0:17.{g0:21.19}}",,,0:70;1:49;2:48;3:62;4:42;5:38;6:37;7:100;8:21;13:79;16:21;17:100;18:68;19:74;20:84;21:63;22:56;23:50;24:37;29:32,1;2;1;3;1;2;3;1;2;1;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0.11463392385314164,""tangent"":0},{""x"":0.2189500640204865,""y"":0.5907405193890133,""tangent"":0},{""x"":0.6005121638924455,""y"":0.34161497521326667,""tangent"":0},{""x"":0.8309859154929577,""y"":0.9505885276428697,""tangent"":0},{""x"":1,""y"":1,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":10},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,,,
16,1_16,Freeze,Normal,,0,2,"0,6,0,4:2,0,6,0,16:2,6,6,4:2,0,0,13:2,6%4:2,0,6,0,6,2:2,2:2,13:2,0,0,13:2,6,4:2,16:2%0,6,2:2,13:2,0,0,6,0,2:2,6,16:2,2:2,6,0$$2-0,1-3;0-4,1-5,2-4;2-6,1-7;0-12,1-13;1-9,0-7",",,,,,,,,,","0;0;0;{c0:17.{g0:21}},{c0:17.{g0:23}}|0;0;0;{c0:17.{g0:21.23}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:19.21}},{c0:17.{g0:19.23}}|0;0;0;{c0:17.{g0:23}},{c0:17.{g0:23.19}}|0;0;0;{c0:17.{g0:19.23}},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:19}}|0;0;0;{c0:17.{g0:23.19}},{c0:17.{g0:21.19.23}}|0;0;0;{c0:17.{g0:23.19.21}},{c2:{g1:29}.{g2:16}},{c2:{g1:29}}|0;0;0;{c0:17.{g0:23.21.19}},{c0:17.{g0:21.23}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:29}.{g2:16}},{c0:17.{g0:21.23.19}}|0;0;0;{c2:{g1:29}.{g2:16}}",,,c0:100;c2:57;0:45;1:36;2:57;3:43;4:51;5:50;6:37;7:95;16:61;17:100;19:64;21:50;23:74;24:19;29:100,2;2;2;3;2;1;2;2;1;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":10},""keyframes"":[{""x"":0,""y"":0,""tangent"":0},{""x"":0.30601792573623554,""y"":0.6516378746319735,""tangent"":0},{""x"":0.6517285531370038,""y"":0.33607885200936105,""tangent"":0},{""x"":1,""y"":1,""tangent"":2}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":2},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,4221540499,lockKey=2;hidden=3;frozen=2;combined=2,
17,1_17,Normal,Normal,,0,2,"0,11,3:2,6,11,0,16:2,11,0,0,0,1,6,0,11%3:2,16:2,13:2,0,6,11,0,1,13:2,0,6,6,1,6,1%11,1,1,0,0,3:2,13:2,11,1,11,1,6,0,11,6%6,11,0,1,6,6,11,16:2,3:2,16:2,3:2,0,3:2,16:2",",,,,,,,,,","0;0;0;{c0:17.{g0:20.18.23}},{c2:{g1:27}},{c2:{g1:29}};;1|0;0;0;{c2:{g1:27}},{c2:{g1:27}.{g2:16}},{c0:17.{g0:20.18}}|0;0;0;{c0:17.{g0:18.23}},{c2:{g1:27}}|0;0;0;{c0:17.{g0:20.23}},{c0:17.{g0:20.23}}|0;0;0;{c2:{g1:29}},{c0:17.{g0:20.23}},{c2:{g1:27}}|0;0;0;{c0:17.{g0:20.18}},{c2:{g1:29}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:27}.{g2:16}},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:27}.{g2:16}},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:18.20}},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:18.23}},{c0:17.{g0:20.23}}|0;0;0;{c0:17.{g0:23.18.20}},{c0:17.{g0:18.23.20}}|0;0;0;{c0:17.{g0:20.23}},{c2:{g1:27}.{g2:16}}|0;0;0;{c2:{g1:27}.{g2:16}},{c0:17.{g0:18.23.20}}|0;0;0;{c2:{g1:29}.{g2:16}}",,,c0:100;c2:85;0:100;1:39;2:47;3:68;4:49;5:58;6:43;7:69;8:15;13:99;16:54;17:100;18:96;20:100;23:89;24:15;27:90;29:78,2;3;3;3;3;3;2;3;2;3;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":12},""keyframes"":[{""x"":0,""y"":0.45233743929137626,""tangent"":0},{""x"":0.36491677336747763,""y"":0.14785066307657468,""tangent"":0},{""x"":0.6005121638924455,""y"":0.7236074762827449,""tangent"":0},{""x"":1,""y"":1,""tangent"":2}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":3},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,575033325,orderLock=1;hidden=1;linked=2;combined=2;shipper=1,
18,1_18,Freeze,Normal,,0,2,"0,11#2,0,4:2,0#2,12#2,11,2:2#2,0,2:2,3:2#2,0,12,4:2#2,12%2:2,16:2,2:2#2,0,11#2,0,16:2,0,11#2,2:2#2,3:2,12#2,11,11#2,0%12,4:2,0#2,2:2,4:2#2,12,11#2,16:2#2,0,0#2,16:2#2,11,16:2#2,12,2:2%3:2,0,3:2#2,11#2,3:2#2,0,0,12#2,4:2,4:2,0#2,16:2#2,0,16:2,0",",,,,,,,,,","0;0;0;{c0:17.{g0:19.21.20}},{c2:{g1:27}.{g2:16}},{c2:{g1:28}}|0;0;0;{c0:17.{g0:19.20}},{c0:17.{g0:19.21}};;2|0;0;0;{c0:17.{g0:19.20.21}},{c0:17.{g0:19.21.20}}|0;0;0;{c2:{g1:28}.{g2:16}},{c0:17.{g0:21.20.19}},{c2:{g1:27}}|0;0;0;{c2:{g1:27}.{g2:16}},{c2:{g1:28}.{g2:16}},{c0:17.{g0:19}}|0;0;0;{c0:17.{g0:21}},{c2:{g1:27}}|0;0;0;{c0:17.{g0:20}},{c0:17.{g0:19}}|0;0;0;{c2:{g1:27}.{g2:16}},{c0:17.{g0:19}},{c2:{g1:28}.{g2:16}}|0;0;0;{c2:{g1:28}.{g2:16}},{c0:17.{g0:21}}|0;0;0;{c0:17.{g0:21.19.20}},{c0:17.{g0:21.19.20}}|0;0;0;{c0:17.{g0:21.20}},{c2:{g1:27}.{g2:16}},{c2:{g1:27}.{g2:16}}|0;0;0;{c2:{g1:28}.{g2:16}},{c2:{g1:27}.{g2:16}},{c2:{g1:28}.{g2:16}}|0;0;0;{c0:17.{g0:21.19}},{c2:{g1:27}.{g2:16}},{c2:{g1:28}.{g2:16}}|0;0;0;{c0:17.{g0:20.19}},{c0:17.{g0:21.19}};;3",,,c0:85;c2:100;0:32;1:49;2:100;3:100;4:100;5:100;6:36;13:100;16:75;17:100;19:85;20:94;21:88;27:86;28:84,2;3;2;2;3;2;2;3;2;3;2;3;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":9},""keyframes"":[{""x"":0,""y"":0.45233743929137626,""tangent"":0},{""x"":0.2573623559539052,""y"":0.8952272956038149,""tangent"":0},{""x"":0.3956466069142126,""y"":0.1644590326882911,""tangent"":0},{""x"":0.6773367477592829,""y"":0.8454021867686655,""tangent"":0},{""x"":1,""y"":1,""tangent"":2}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":2},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,3643664036,lockKey=2;hidden=2;frozen=1;timed=3;shipper=1;boss=1,
19,1_19,Freeze,Normal,,0,2,"7,10,8#2,8#2,7#2,7#2,16:2,10,12#2,7,16:2,11#2,9,12%10,16:2,9#2,12#2,8,8#2,7,11,7#2,8,7,9,11#2,10#2%9,7#2,7,16:2#2,10,9#2,8#2,16:2,8,9,8#2,7,16:2,11$$0-1,1-3;2-3,1-6;0-7,1-11;1-9,2-12",",,,,,,,,,","0;0;0;{c1:24},{c2:{g1:26}},{c2:{g1:25}}|0;0;0;{c2:{g1:26}.{g2:16}},{c1:24.8}|0;0;0;{c2:{g1:25}.{g2:16}},{c1:24.8}|0;0;0;{c2:{g1:28}.{g2:16}},{c1:24.8}|0;0;0;{c2:{g1:26}.{g2:16}},{c1:24.8},{c2:{g1:25}.{g2:16}}|0;0;0;{c1:24.8},{c2:{g1:26}.{g2:16}}|0;0;0;{c2:{g1:27}.{g2:16}},{c2:{g1:28}.{g2:16}},{c1:24.8}|0;0;0;{c1:24.8},{c2:{g1:25}.{g2:16}}|0;0;0;{c1:24.8},{c2:{g1:27}}|0;0;0;{c2:{g1:25}},{c1:24}|0;0;0;{c2:{g1:25}.{g2:16}},{c2:{g1:27}.{g2:16}}|0;0;0;{c2:{g1:28}},{c2:{g1:26}.{g2:16}},{c2:{g1:27}};;3",,,c1:52;c2:100;0:100;1:100;2:100;5:100;6:100;8:75;13:100;16:78;17:100;18:40;19:60;20:40;22:60;23:60;24:100;25:79;26:74;27:84;28:92,3;2;2;2;3;2;3;2;2;3;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":6},""keyframes"":[{""x"":0,""y"":0.09248943103751983,""tangent"":0},{""x"":0.2573623559539052,""y"":0.8952272956038149,""tangent"":0},{""x"":0.6875800256081946,""y"":0.9284440348272478,""tangent"":0},{""x"":1,""y"":0.34161497521326667,""tangent"":2}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":3},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,3728329952,lockKey=2;hidden=2;frozen=3;combined=1;timed=1;boss=1,
20,1_20,Freeze,Hard,,0,2,"9,10#2,13:2#2,6#2,0,8#2,6#2,3:2,4:2#2,6#2,16:2,9,6,0#2,9#2,0,8#2,8,4:2#2,6,0,0%16:2,0#2,0#2,4:2#2,6,11#2,7#2,10,12#2,0#2,0,16:2#2,11,4:2#2,3:2,4:2#2,0,0#2,7,12#2,6,6%7,4:2#2,6,10#2,3:2#2,0#2,8,16:2,0#2,6#2,6,10#2,7#2,6,16:2,6#2,6,3:2,8#2,11,3:2#2,11%8,3:2#2,0,16:2#2,7#2,4:2#2,0,0,3:2#2,4:2#2,12,0,8,7#2,9#2,7,7#2,6,0#2,16:2#2,4:2$$3-0,2-3;1-2,2-5;0-5,1-8;1-0,0-3;3-5,2-7;2-12,3-9;1-10,2-9;1-17,0-20;2-15,3-18;1-16,2-18",",,,,,,,,,","0;0;0;{c2:{g1:25}.{g2:16}},{c1:24.8},{c2:{g1:26}}|0;0;0;{c0:17.{g0:21.20}},{c2:{g1:29}.{g2:16}},{c2:{g1:26}.{g2:16}}|0;0;0;{c0:17.{g0:21.23}},{c0:17.{g0:20.23.21}}|0;0;0;{c0:17.{g0:21.23.20}},{c1:24.8},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:20.21.23}},{c1:24.8}|0;0;0;{c0:17.{g0:20.21}},{c2:{g1:26}.{g2:16}}|0;0;0;{c0:17.{g0:20.21}},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:23.21}},{c2:{g1:28}.{g2:16}},{c2:{g1:26}.{g2:16}};;3|0;90;0;{c0:17.{g0:20.21.23}},{c0:17.{g0:23.21}},{c2:{g1:29}.{g2:16}};;6|0;0;0;{c2:{g1:25}.{g2:16}},{c0:17.{g0:20.23.21}}|0;0;0;{c1:24.8}|0;0;0;{c0:17.{g0:21.20.23}},{c1:24},{c2:{g1:25}}|0;0;0;{c2:{g1:28}.{g2:16}},{c2:{g1:25}.{g2:16}},{c0:17.{g0:21.23}}|0;0;0;{c1:24.8},{c0:17.{g0:20.23.21}},{c1:24.8}|0;0;0;{c0:17.{g0:20.23.21}},{c1:24.8},{c2:{g1:27}}|0;0;0;{c0:17.{g0:23.20.21}},{c2:{g1:28}.{g2:16}},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:23.20.21}},{c0:17.{g0:23.21.20}}",,,c0:100;c1:62;c2:89;0:100;1:73;2:51;3:69;4:57;5:67;6:50;7:100;8:54;13:100;16:76;17:100;20:84;21:81;23:100;24:100;25:76;26:67;27:74;28:50;29:44,3;2;3;3;2;2;2;3;3;2;1;4;3;3;2;3;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":15},""keyframes"":[{""x"":0,""y"":0.09248943103751983,""tangent"":0},{""x"":0.17541613316261206,""y"":0.6183346334834797,""tangent"":0},{""x"":0.3956466069142126,""y"":0.2861672412491506,""tangent"":0},{""x"":0.5518565941101152,""y"":0.67923198872644,""tangent"":0},{""x"":0.7131882202304738,""y"":0.13115579153979728,""tangent"":0},{""x"":0.8028169014084507,""y"":0.9781826417373362,""tangent"":0},{""x"":1,""y"":1,""tangent"":2}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,59135371,ingredientLock=1;lockKey=1;hidden=2;combined=1;shipper=1,
21,Level 21,Normal,Normal,,0,2,"0,7,3:2,0,8,2:2,13:2,7,1,0,11,2:2,11,7,0,2:2,16:2,0%4:2,8,7,7,0,16:2,0,11,8,0,4:2,7,16:2,8,4:2,0,1%2:2,0,8,1,4:2,0,2:2,0,8,11,0,1,3:2,0,4:2,11,0%3:2,1,0,3:2,1,3:2,1,1,3:2,11,0,1,0,0,13:2,16:2,11$$1-2,0-5;2-3,3-0;3-9,2-5;1-7,0-11;1-13,2-16",",,,,,,,,,","0;0;0;{c0:17.{g0:21.19.20}},{c1:24.8}|0;0;0;{c0:17.{g0:20.18.19}},{c1:24.8},{c1:24.8}|0;0;0;{c0:17.{g0:18.20.21}},{c0:17.{g0:19.20}}|0;0;0;{c0:17.{g0:21.20.19}},{c2:{g1:29}.{g2:16}}|0;0;0;{c0:17.{g0:21.18.20}},{c1:24.8}|0;0;0;{c0:17.{g0:20.18.21}},{c0:17.{g0:19.20.18}}|0;0;0;{c0:17.{g0:18}},{c2:{g1:27}},{c2:{g1:27}.{g2:16}}|0;0;0;{c0:17.{g0:20.19}},{c1:24.8}|0;0;0;{c2:{g1:27}},{c2:{g1:27}.{g2:16}},{c0:17.{g0:21.19}}|0;0;0;{c2:{g1:27}.{g2:16}},{c0:17.{g0:19}},{c1:24.8}|0;0;0;{c0:17.{g0:21.18}},{c0:17.{g0:21.18}}|0;0;0;{c0:17.{g0:19.20}},{c0:17.{g0:20.21}}|0;0;0;{c0:17.{g0:20}},{c0:17.{g0:21}}|0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:18.19}},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:27}.{g2:16}},{c2:{g1:27}.{g2:16}}|0;0;0;{c2:{g1:29}}",,,c0:100;c1:59;c2:49;8:72;16:64;17:100;18:83;19:77;20:80;21:88;24:100;27:100;29:100,2;2;3;2;2;3;3;2;2;3;2;2;3;2;2,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":10},""keyframes"":[{""x"":0,""y"":0.5,""tangent"":0},{""x"":1,""y"":0.5,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,3023009548,ingredientLock=1;lockKey=1;hidden=5;frozen=1;combined=1;timed=1,
22,Level 22,Normal,Normal,,0,2,"5:3,0,13:2,1,0,2:2,0,3:2,13:2,5:3,0,1,0,16:2,0,1,0,13:2,6%1,0,2:2,6,16:2,1,6,2:2,5:3,16:2,1,6,3:2,13:2,2:2,6,6,0,0%3:2,1,0,13:2,5:3,3:2,1,6,0,13:2,13:2,2:2,16:2,13:2,1,5:3,1,2:2,1%2:2,6,16:2,6,1,1,0,13:2,6,16:2,16:2,0,13:2,0,16:2,0,3:2,1$$1-2,0-4;2-6,1-8;2-14,3-11;0-16,1-18;2-2,3-4",",,,,,,,,,","0;0;0;{c0:17.{g0:18.20.19.22}},{c0:17.{g0:22.18.19.23}}|0;0;0;{c0:17.{g0:19.18.20.22.23}},{c2:{g1:29}.{g2:16}},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:29}},{c0:17.{g0:18.19.22.23}};;2|0;0;0;{c0:17.{g0:23.22.20.18}}|0;0;0;{c0:17.{g0:19.20.18.22}},{c0:17.{g0:20.22.19.23}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:29}}|0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:23.19.22.18}},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:29}.{g2:16}},{c0:17.{g0:18.22.19.20}}|0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:23.19}}|0;0;0;{c2:{g1:29}.{g2:16}},{c0:17.{g0:19.18.20.22}},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:29}.{g2:16}},{c0:17.{g0:18.19.22}}|0;0;0;{c2:{g1:29}.{g2:16}},{c2:{g1:29}.{g2:16}},{c0:17.{g0:20.23.22.18}}|0;0;0;{c0:17.{g0:22.19.23.18.20}},{c2:{g1:29}.{g2:16}}|0;0;0;{c2:{g1:29}},{c0:17.{g0:22.18.19.20}}|0;0;0;{c2:{g1:29}},{c0:17.{g0:19.22.23.18}}",,,c0:100;c2:100;8:100;16:81;17:100;18:90;19:81;20:79;22:94;23:83;24:100;29:100,2;3;2;1;2;2;3;3;2;3;3;3;2;3,"{""range"":{""minX"":0,""maxX"":1,""minY"":1,""maxY"":14},""keyframes"":[{""x"":0,""y"":0.15,""tangent"":0},{""x"":0.14,""y"":0.5,""tangent"":0},{""x"":0.3,""y"":0.2,""tangent"":0},{""x"":0.48,""y"":0.78,""tangent"":0},{""x"":0.66,""y"":0.25,""tangent"":0},{""x"":0.85,""y"":1,""tangent"":0},{""x"":1,""y"":0.2,""tangent"":0}]}","{""range"":{""minX"":0,""maxX"":1,""minY"":0,""maxY"":1},""keyframes"":[{""x"":0,""y"":0,""tangent"":1},{""x"":1,""y"":1,""tangent"":1}]}",,577902759,ingredientLock=1;lockKey=1;frozen=3;linked=2;combined=2;shipper=1,
